stageID,星解放,星1倍率,星2倍率,星3倍率,星4倍率,ゲリラset,報酬リセットType,1度きり表示,表示順,インターバル,挑戦フラグ,マップ難易度,マップ名
2031,3,100,200,300,300,0,0,0,6570,0,0,23,魔法少女まどか☆マギカ
2032,3,100,200,300,300,0,0,0,6571,0,0,18,魔女の結界
2033,3,100,200,300,300,0,0,0,6572,0,0,36,魔女の結界
2034,3,100,200,300,300,0,0,0,6573,0,0,72,魔女の結界
2035,1,100,150,200,300,0,0,0,6574,0,0,16,ワルプルギスの夜
2036,1,100,150,200,300,0,0,0,6600,0,0,3,突撃！キャットバスターズ
2037,1,100,150,200,300,0,0,0,6151,0,0,144,開眼の歌謡にゃんこ襲来！
2038,1,100,150,200,300,0,0,0,6630,0,0,1,ピコ太郎
2039,1,100,150,200,300,0,0,0,6660,0,0,1,TWその２
2040,1,100,150,200,300,0,0,0,6690,0,0,7,ナゾのウサギ登場!?
2041,3,100,200,300,300,0,0,0,6720,0,0,13,ALICEの入り口
2042,3,100,200,300,300,0,0,0,6721,0,0,56,月夜のオールドシティ
2043,1,100,150,200,300,0,0,0,6034,0,0,80,開眼のケリ姫襲来！
2044,1,100,150,200,300,0,0,0,6035,0,0,80,開眼の眠れるケリの美女襲来！
2045,3,100,200,300,300,0,0,0,0,0,0,0,失われし世界（旧）
2046,1,100,150,200,300,0,0,0,6187,0,0,144,開眼のメルク襲来！
2047,1,100,150,200,300,0,0,0,6188,0,0,144,開眼のティティ襲来！
2048,1,100,150,200,300,0,0,0,6183,0,0,0,神秘のメルクストーリア（旧）
2049,3,100,200,300,300,0,0,0,6750,0,0,7,ぐでぐでしてます
2050,3,100,200,300,300,0,0,0,6751,0,0,56,どうせ食べられるだけだし
2051,1,100,150,200,300,0,0,0,6780,0,0,1,ＴＷその３
2052,3,100,200,300,300,0,0,0,6810,0,0,23,聖杯戦争の始まり
2053,3,100,200,300,300,0,0,0,6811,0,0,34,激闘！セイバー襲来！
2054,3,100,200,300,300,0,0,0,6812,0,0,34,激闘！ランサー襲来！
2055,3,100,200,300,300,0,0,0,6813,0,0,34,激闘！アーチャー襲来！
2056,3,100,200,300,300,0,0,0,6814,0,0,34,激闘！ライダー襲来！
2057,3,100,200,300,300,0,0,0,6815,0,0,144,大激闘！ギルガメッシュ襲来！
2058,1,100,150,200,300,0,0,0,6840,0,0,13,パワフル高校2年の夏
2059,1,100,150,200,300,0,0,0,6841,0,0,144,ダイジョーブ博士の挑戦状
2060,1,100,150,200,300,0,0,0,6842,0,0,34,デートステージ 猫塚かりん
2061,1,100,150,200,300,0,0,0,6843,0,0,34,デートステージ 紺野美崎
2062,1,100,150,200,300,0,0,0,6844,0,0,34,デートステージ 虹谷彩理
2063,1,100,150,200,300,0,0,0,6845,0,0,34,デートステージ 片桐恋
2064,1,100,150,200,300,0,0,0,6870,0,0,3,つくね荘からの挑戦状
2065,4,100,200,300,400,0,0,0,6900,0,0,13,発進！エヴァンゲリオン
2066,4,100,200,300,400,0,0,0,6901,0,0,61,決戦！ヤシマ作戦
2067,4,100,200,300,400,0,0,0,6902,0,0,34,第９の使徒、襲来
2068,3,100,200,300,300,0,0,0,6903,0,0,258,第１０の使徒、襲来
2069,3,100,150,200,300,0,0,0,6930,0,0,3,ポコ森の仲間たち
2070,3,100,150,200,300,0,0,0,6931,0,0,44,仲良し３人組
2071,3,100,150,200,300,0,0,0,6960,0,0,7,太秦萌の通学
2072,3,100,150,200,300,0,0,0,6961,0,0,14,松賀咲の通学
2073,3,100,150,200,300,0,0,0,6962,0,0,28,小野ミサの通学
2074,3,100,150,200,300,0,0,0,6963,0,0,59,地下鉄に乗るっ
2075,3,100,200,300,300,0,0,0,0,0,0,0,タマシイの都（旧）
2076,3,100,200,300,300,0,0,0,6752,0,0,93,ぐでぐでしてて忙しい
2077,1,100,200,300,300,0,0,0,6753,0,0,144,開眼のぐでたまにゃんこ襲来！
2078,3,100,115,130,300,0,0,0,6453,0,0,122,城ドラ VS 城ドラ
2079,1,100,200,300,300,0,0,0,6990,0,0,3,キモ激しく動くクマ
2080,4,100,150,170,200,0,0,0,6032,0,0,188,ケットバス王国の教え
2081,1,100,150,200,300,0,0,0,6575,0,0,528,偽りの見滝原
2082,3,100,200,300,300,0,0,0,6722,0,0,188,女王暴走
2083,1,100,200,300,300,0,0,0,7020,0,0,1,ヒカキン降臨
2084,1,100,200,300,300,0,0,0,7021,0,0,1,開眼のヒカキン襲来！
2085,4,100,150,200,300,0,0,0,6184,0,0,38,逆襲のメルクストーリア
2086,3,100,150,200,300,0,0,0,6185,0,0,37,神秘のメルクストーリア
2087,1,100,150,200,300,0,0,0,6816,0,0,272,超激闘！セイバーオルタ襲来！
2088,3,100,200,300,300,0,0,0,6272,0,0,13,マンボウドロップ用マップ
2089,3,100,200,300,300,0,0,0,6271,0,0,61,マンボウスコア報酬用マップ
2090,1,100,150,200,300,0,0,0,6661,0,0,6,開眼のTWその２
2091,1,100,150,200,300,0,0,0,7250,0,0,3,ＴＷその４
2092,3,100,200,300,300,0,0,0,7280,0,0,13,聖魔大戦勃発！
2093,1,100,150,200,300,0,0,0,7281,0,0,61,ビックリマンチョコ
2094,1,100,150,200,300,0,0,0,7282,0,0,72,対決！魔幻モデル
2095,1,100,150,200,300,0,0,0,7283,0,0,272,覚醒！ヤマト爆神
2096,3,100,200,300,300,0,0,0,7310,0,0,13,ゆる～い！ねこ娘襲来！
2097,3,100,200,300,300,0,0,0,7311,0,0,173,ゆる～いゲゲゲの鬼太郎
2098,3,100,200,300,300,0,0,0,0,0,0,0,消滅都市(1～3章統合版)（旧）
2099,3,100,200,300,300,0,0,0,0,0,0,0,天上の世界（旧）
2100,4,100,150,200,100,0,0,0,6033,0,0,224,激闘！スイーツ大戦争
2101,1,100,150,200,300,0,0,0,6662,0,0,6,開眼のチョコレート
2102,3,100,200,300,300,0,0,0,6904,0,0,528,フォースインパクト
2103,3,100,150,200,300,0,0,0,7050,0,0,59,高雄メトロコラボ　通常マップ
2104,3,100,150,200,300,0,0,0,7051,0,0,124,高雄メトロコラボ　開眼マップ
2105,3,100,150,200,300,0,0,0,7340,0,0,59,シャクレルプラネット
2106,3,100,150,200,300,0,0,0,7370,0,0,59,ドットヒーローズ
2107,1,100,150,200,300,0,0,0,0,0,0,0,ストリートファイター EASY（旧）
2108,1,100,150,200,300,0,0,0,0,0,0,0,ストリートファイター NORMAL（旧）
2109,1,100,150,200,300,0,0,0,0,0,0,0,ストリートファイター HARD（旧）
2110,1,100,150,200,300,0,0,0,0,0,0,0,New Challenger(VSリュウ 初級)（旧）
2111,1,100,150,200,300,0,0,0,0,0,0,0,New Challenger(VSリュウ 激ムズ)（旧）
2112,1,100,150,200,300,0,0,0,0,0,0,0,New Challenger(VS春麗 初級)（旧）
2113,1,100,150,200,300,0,0,0,0,0,0,0,New Challenger(VS春麗 激ムズ)（旧）
2114,1,100,150,200,300,0,0,0,0,0,0,0,New Challenger(VSガイル 初級)（旧）
2115,1,100,150,200,300,0,0,0,0,0,0,0,New Challenger(VSガイル 激ムズ)（旧）
2116,1,100,150,200,300,0,0,0,0,0,0,0,New Challenger(VSザンギエフ 初級)（旧）
2117,1,100,150,200,300,0,0,0,0,0,0,0,New Challenger(VSザンギエフ 激ムズ)（旧）
2118,1,100,150,200,300,0,0,0,0,0,0,0,New Challenger(VSブランカ 初級)（旧）
2119,1,100,150,200,300,0,0,0,0,0,0,0,New Challenger(VSブランカ 激ムズ)（旧）
2120,1,100,150,200,300,0,0,0,0,0,0,0,New Challenger(VSダルシム 初級)（旧）
2121,1,100,150,200,300,0,0,0,0,0,0,0,New Challenger(VSダルシム 激ムズ)（旧）
2122,1,100,150,200,300,0,0,0,0,0,0,0,New Challenger(VSケン 初級)（旧）
2123,1,100,150,200,300,0,0,0,0,0,0,0,New Challenger(VSケン 激ムズ)（旧）
2124,1,100,150,200,300,0,0,0,0,0,0,0,New Challenger(豪鬼)（旧）
2125,1,100,150,200,300,0,0,0,7430,0,0,3,７周年★東京スカイツリー
2126,3,100,150,200,300,0,0,0,7460,0,0,13,初音ミク
2127,3,100,150,200,300,0,0,0,7461,0,0,109,MIKU EXPO
2128,3,100,150,200,300,0,0,0,7462,0,0,104,MIKU CHERRY
2129,1,100,150,200,300,0,2,1,6273,30,0,1023,ＩＭコラボ強襲
2130,3,100,150,200,300,0,0,0,7463,0,0,109,MIKU EXPO（韓国版）
2131,3,100,150,200,300,0,0,0,7464,0,0,104,MIKU CHERRY（韓国版）
2132,1,100,150,200,300,0,0,0,7490,0,0,1,ＯＤコラボ
2133,3,100,150,200,300,0,0,0,7520,0,0,3,ＵＦＯコラボ
2134,1,100,150,200,300,0,1,1,7470,0,0,1,バースデープレゼント！(初音ミクver)
2135,1,100,150,200,300,0,0,0,7400,0,0,7,ストリートファイター EASY
2136,1,100,150,200,300,0,0,0,7401,0,0,124,ストリートファイター NORMAL
2137,1,100,150,200,300,0,0,0,7402,0,0,480,ストリートファイター HARD
2138,1,100,150,200,300,0,0,0,7417,0,0,2,New Challenger(VSエドモンド本田 初級)
2139,1,100,150,200,300,0,0,0,7418,0,0,32,New Challenger(VSエドモンド本田 激ムズ)
2140,1,100,150,200,300,0,0,0,7419,0,0,4,New Challenger(VSバイソン 中級)
2141,1,100,150,200,300,0,0,0,7420,0,0,64,New Challenger(VSバイソン 超激ムズ)
2142,1,100,150,200,300,0,0,0,7421,0,0,4,New Challenger(VSバルログ 中級)
2143,1,100,150,200,300,0,0,0,7422,0,0,64,New Challenger(VSバルログ 超激ムズ)
2144,1,100,150,200,300,0,0,0,7423,0,0,4,New Challenger(VSサガット 中級)
2145,1,100,150,200,300,0,0,0,7424,0,0,64,New Challenger(VSサガット 超激ムズ)
2146,1,100,150,200,300,0,0,0,7425,0,0,4,New Challenger(VSベガ 中級)
2147,1,100,150,200,300,0,0,0,7426,0,0,64,New Challenger(VSベガ 超激ムズ)
2148,1,100,150,200,300,0,0,0,7403,0,0,2,New Challenger(VSリュウ 初級)
2149,1,100,150,200,300,0,0,0,7404,0,0,32,New Challenger(VSリュウ 激ムズ)
2150,1,100,150,200,300,0,0,0,7405,0,0,2,New Challenger(VS春麗 初級)
2151,1,100,150,200,300,0,0,0,7406,0,0,32,New Challenger(VS春麗 激ムズ)
2152,1,100,150,200,300,0,0,0,7407,0,0,2,New Challenger(VSガイル 初級)
2153,1,100,150,200,300,0,0,0,7408,0,0,32,New Challenger(VSガイル 激ムズ)
2154,1,100,150,200,300,0,0,0,7409,0,0,2,New Challenger(VSザンギエフ 初級)
2155,1,100,150,200,300,0,0,0,7410,0,0,32,New Challenger(VSザンギエフ 激ムズ)
2156,1,100,150,200,300,0,0,0,7411,0,0,2,New Challenger(VSブランカ 初級)
2157,1,100,150,200,300,0,0,0,7412,0,0,32,New Challenger(VSブランカ 激ムズ)
2158,1,100,150,200,300,0,0,0,7413,0,0,2,New Challenger(VSダルシム 初級)
2159,1,100,150,200,300,0,0,0,7414,0,0,32,New Challenger(VSダルシム 激ムズ)
2160,1,100,150,200,300,0,0,0,7415,0,0,2,New Challenger(VSケン 初級)
2161,1,100,150,200,300,0,0,0,7416,0,0,32,New Challenger(VSケン 激ムズ)
2162,1,100,150,200,300,0,0,0,7427,0,0,272,New Challenger(豪鬼)
2163,3,100,200,300,300,0,0,0,7465,0,0,336,雪ミクステージ
2164,3,100,150,200,300,0,0,0,7550,0,0,23,波乱！天道道場
2165,3,100,150,200,300,0,0,0,7551,0,0,173,伝説の呪泉郷
2166,3,100,200,300,300,0,0,0,6300,0,0,143,消滅都市(1～3章統合版)
2167,1,100,150,200,300,0,0,0,6306,0,0,72,開眼のタクヤとユキ
2168,3,100,200,300,300,0,0,0,6303,0,0,14,失われし世界
2169,3,100,200,300,300,0,0,0,6304,0,0,208,タマシイの都
2170,3,100,200,300,300,0,0,0,6305,0,0,168,天上の世界
2171,1,100,150,200,300,0,0,0,7581,0,0,512,ゴジラステージ　高難易度
2172,1,100,150,200,300,0,0,0,7580,0,0,145,ゴジラステージ　キャラドロップ
4000,1,100,150,200,300,0,0,0,0,0,0,64,EXステージ
4001,1,100,150,200,300,0,0,0,0,0,0,64,EXステージ
4002,1,100,150,200,300,0,0,0,0,0,0,64,EXステージ
4003,1,100,150,200,300,0,0,0,0,0,0,64,EXステージ
4004,1,100,150,200,300,0,0,0,0,0,0,64,EXステージ
4005,1,100,150,200,300,0,0,0,0,0,0,256,EXステージ
4006,1,100,150,200,300,0,0,0,0,0,0,256,EXステージ
4007,1,100,150,200,300,0,0,0,0,0,0,256,EXステージ
4008,1,100,150,200,300,0,0,0,0,0,0,64,EXステージ
4009,1,100,150,200,300,0,0,0,0,0,0,64,EXステージ
4010,1,100,150,200,300,0,0,0,0,0,0,64,EXステージ
4011,1,100,150,200,300,0,0,0,0,0,0,64,EXステージ
4012,1,100,150,200,300,0,0,0,0,0,0,64,EXステージ
4013,1,100,150,200,300,0,0,0,0,0,0,64,EXステージ
4014,1,100,150,200,300,0,0,0,0,0,0,64,EXステージ
4015,1,100,150,200,300,0,0,0,0,0,0,64,EXステージ
4016,1,100,150,200,300,0,0,0,0,0,0,64,EXステージ
4017,1,100,150,200,300,0,0,0,0,0,0,64,EXステージ
4018,1,100,150,200,300,0,0,0,0,0,0,64,EXステージ
4019,1,100,150,200,300,0,0,0,0,0,0,64,EXステージ
4020,1,100,150,200,300,0,0,0,0,0,0,64,EXステージ
4021,1,100,150,200,300,0,0,0,0,0,0,256,EXステージ
4022,1,100,150,200,300,0,0,0,0,0,0,512,EXステージ
4023,1,100,150,200,300,0,0,0,0,0,0,1,EXステージ
4024,1,100,150,200,300,0,0,0,0,0,0,1,EXステージ
4025,1,100,150,200,300,0,0,0,0,0,0,512,EXステージ
4026,1,100,120,130,100,0,0,0,0,0,0,1024,EXステージ
4027,1,100,150,200,300,0,0,0,0,0,0,4,EXステージ
4028,1,100,150,200,300,0,0,0,0,0,0,8,EXステージ
4029,1,100,150,200,300,0,0,0,0,0,0,16,EXステージ
4030,1,100,150,200,300,0,0,0,0,0,0,16,EXステージ
4031,1,100,150,200,300,0,0,0,0,0,0,32,EXステージ
4032,1,100,150,200,300,0,0,0,0,0,0,64,EXステージ
4033,1,100,150,200,300,0,0,0,0,0,0,128,EXステージ
4034,1,100,150,200,300,0,0,0,0,0,0,128,EXステージ
4035,1,100,150,200,300,0,0,0,0,0,0,256,EXステージ
4036,1,100,150,200,300,0,0,0,0,0,0,256,EXステージ
4037,1,100,150,200,300,0,0,0,0,0,0,512,EXステージ
4038,1,100,150,200,300,0,0,0,0,0,0,512,EXステージ
4039,1,100,150,200,300,0,0,0,0,0,0,256,天使と般若
4040,1,100,150,200,300,0,0,0,0,0,0,256,女帝と亡者
4041,1,100,150,200,300,0,0,0,0,0,0,256,伯爵と乙女
7000,1,100,150,200,300,0,2,0,9999,0,0,4095,にゃんこ塔
7001,1,100,150,200,300,0,2,0,9994,0,0,511,にゃんこ塔亜種（赤い敵）
7002,1,100,150,200,300,0,2,0,9995,0,0,510,にゃんこ塔亜種（黒い敵）
7003,1,100,150,200,300,0,2,0,9996,0,0,510,にゃんこ塔亜種（天使）
7004,1,100,150,200,300,0,2,0,9997,0,0,510,にゃんこ塔亜種（エイリアン）
7005,1,100,150,200,300,0,2,0,9998,0,0,510,にゃんこ塔亜種（ゾンビ）
12000,1,100,150,200,300,0,0,0,1,0,0,4,チャレンジバトル
13000,2,100,150,200,100,0,0,0,0,0,0,512,真・伝説のはじまり
13001,2,100,150,200,100,0,0,0,0,0,0,512,まんぷく秘境
13002,2,100,150,200,100,0,0,0,0,0,0,512,アドベン大森林
13003,2,100,150,200,100,0,0,0,0,0,0,512,じゃぶじゃぶ旧街道
13004,2,100,150,200,100,0,0,0,0,0,0,512,ワンワン湾
13005,2,100,150,200,100,0,0,0,0,0,0,512,深淵を覗く者
13006,2,100,150,200,100,0,0,0,0,0,0,512,デスメガシティ
13007,2,100,150,200,100,0,0,0,0,0,0,512,無法地帯のオキテ
13008,2,100,150,200,100,0,0,0,0,0,0,512,パラリラ半島
13009,2,100,150,200,100,0,0,0,0,0,0,512,キャットクーデター
13010,1,100,150,200,100,0,0,0,0,0,0,512,桜んぼ島
13011,1,100,150,200,100,0,0,0,0,0,0,512,魂底からの帰化
13012,1,100,150,200,100,0,0,0,0,0,0,512,絶滅海洋タウン
13013,1,100,150,200,100,0,0,0,0,0,0,512,島流しリゾート
13014,1,100,150,200,100,0,0,0,0,0,0,512,まどいの魔道路
13015,1,100,150,200,100,0,0,0,0,0,0,512,天界バル横丁
13016,1,100,150,200,100,0,0,0,0,0,0,512,バトル銭湯
13017,1,100,150,200,100,0,0,0,0,0,0,512,はえぬき三連山
13018,1,100,150,200,100,0,0,0,0,0,0,512,マリン官邸
13019,1,100,150,200,100,0,0,0,0,0,0,512,学園に巣くう悪意
13020,1,100,150,200,100,0,0,0,0,0,0,512,ところてん金鉱
13021,1,100,150,200,100,0,0,0,0,0,0,512,酩酊製鉄所
13022,1,100,150,200,100,0,0,0,0,0,0,512,暴かれし神殿の秘宝
13023,1,100,150,200,100,0,0,0,0,0,0,512,帝政エイジャナイカ
13024,1,100,150,200,100,0,0,0,0,0,0,512,鋼鉄スポーツジム
13025,1,100,150,200,100,0,0,0,0,0,0,512,明星おきの島
13026,1,100,150,200,100,0,0,0,0,0,0,512,眠れる森の何か
13027,1,100,150,200,100,0,0,0,0,0,0,512,ラボラ・トリ島
13028,1,100,150,200,100,0,0,0,0,0,0,512,忘らるる墓所
13029,1,100,150,200,100,0,0,0,0,0,0,512,始まりを告げる朝
13030,1,100,150,200,100,0,0,0,0,0,0,512,ハッピーラッキー寺院
13031,1,100,150,200,100,0,0,0,0,0,0,512,キネマ怪館
13032,1,100,150,200,100,0,0,0,0,0,0,512,ダイバー都市
13033,1,100,150,200,100,0,0,0,0,0,0,512,ナシゴ・レン
13034,1,100,150,200,100,0,0,0,0,0,0,512,DNA果樹園
13035,1,100,150,200,100,0,0,0,0,0,0,512,古代樹の迷宮
13036,1,100,150,200,100,0,0,0,0,0,0,1024,新レジェンドマップ（仮）
14000,1,100,120,130,100,4,3,3,5304,0,0,112,ネコビタン進化の黄マタタビ
14001,1,100,120,130,100,4,3,3,5303,0,0,112,ネコビタン進化の青マタタビ
14002,1,100,120,130,100,4,3,3,5302,0,0,112,ネコビタン進化の赤マタタビ
14003,1,100,120,130,100,4,3,3,5301,0,0,112,ネコビタン進化の紫マタタビ
14004,1,100,120,130,100,4,3,3,5300,0,0,112,ネコビタン進化の緑マタタビ
14005,1,100,120,130,100,9,3,2,5400,0,0,16,ネコビタン逆襲のカオル君
14006,1,100,120,130,100,9,3,3,5401,0,0,16,ネコビタン逆襲のカバちゃん
14007,1,100,120,130,100,9,3,3,5402,0,0,2,ネコビタンにゃんチケ★チャンス
14008,1,100,120,130,100,3,3,1,5500,0,0,512,ネコビタン超極ゲリラ経験値にゃ
14009,1,100,120,130,100,3,3,2,5501,0,0,256,ネコビタン極ゲリラ経験値にゃ
14010,1,100,120,130,100,3,3,3,5502,0,0,128,ネコビタン超ゲリラ経験値にゃ
14011,1,100,120,130,100,3,3,3,5503,0,0,62,ネコビタンゲリラ経験値にゃ
14012,1,100,150,200,300,0,3,1,5200,0,0,128,ネコビタン断罪天使クオリネル降臨
14013,1,100,150,200,300,0,3,1,5201,0,0,256,ネコビタン地獄門
14014,1,100,150,200,300,0,3,1,5202,0,0,256,ネコビタン女帝飛来
14015,1,100,150,200,300,0,3,1,5203,0,0,256,ネコビタン亡者デブウ降臨
14016,1,100,150,200,300,0,3,1,5204,0,0,256,ネコビタンチワワン伯爵降臨
14017,1,100,150,200,300,0,3,1,5205,0,0,256,ネコビタン夜は短し夢みよ乙女
14018,1,100,150,200,300,0,3,1,5100,0,0,16,ネコビタン紅のカタストロフ
14019,1,100,150,200,300,0,3,1,5101,0,0,16,ネコビタンダークネスヘブン
14020,1,100,150,200,300,0,3,1,5102,0,0,16,ネコビタン国士無双
14021,1,100,150,200,300,0,3,1,5103,0,0,64,ネコビタン天罰
14022,1,100,150,200,300,0,3,1,5104,0,0,16,ネコビタン鉄子の部屋
14023,1,100,150,200,300,0,3,1,5105,0,0,64,ネコビタン絶望異次元
14024,1,100,150,200,300,0,3,1,5000,0,0,64,ネコビタン狂乱のネコ降臨
14025,1,100,150,200,300,0,3,1,5001,0,0,64,ネコビタン狂乱のタンク降臨
14026,1,100,150,200,300,0,3,1,5002,0,0,64,ネコビタン狂乱のバトル降臨
14027,1,100,150,200,300,0,3,1,5003,0,0,64,ネコビタン狂乱のキモネコ降臨
14028,1,100,150,200,300,0,3,1,5004,0,0,64,ネコビタン狂乱のウシ降臨
14029,1,100,150,200,300,0,3,1,5005,0,0,64,ネコビタン狂乱のトリ降臨
14030,1,100,150,200,300,0,3,1,5006,0,0,64,ネコビタン狂乱のフィッシュ降臨
14031,1,100,150,200,300,0,3,1,5007,0,0,64,ネコビタン狂乱のトカゲ降臨
14032,1,100,150,200,300,0,3,1,5008,0,0,64,ネコビタン狂乱の巨神降臨
16000,1,100,150,200,300,0,2,0,9990,0,0,511,レジェンドクエスト
24000,1,100,150,200,300,0,2,1,9900,30,0,0,ヒュージゴマ強襲 !（旧）
24001,1,100,150,200,300,0,2,1,9901,30,0,0,ヒュージゴマ強襲 !!（旧）
24002,1,100,150,200,300,0,2,1,9902,30,0,0,ヒュージゴマ強襲 !!!（旧）
24003,1,100,150,200,300,0,2,1,9903,30,0,0,ジャイアント黒蔵強襲 !（旧）
24004,1,100,150,200,300,0,2,1,9904,30,0,0,ジャイアント黒蔵強襲 !!（旧）
24005,1,100,150,200,300,0,2,1,9905,30,0,0,ジャイアント黒蔵強襲 !!!（旧）
24006,1,100,150,200,300,0,2,1,9906,30,0,0,ギガガガ強襲 !（旧）
24007,1,100,150,200,300,0,2,1,9907,30,0,0,ギガガガ強襲 !!（旧）
24008,1,100,150,200,300,0,2,1,9908,30,0,0,ギガガガ強襲 !!!（旧）
24009,1,100,150,200,300,0,2,1,9909,30,0,0,デッカーバチャン強襲 !（旧）
24010,1,100,150,200,300,0,2,1,9910,30,0,0,デッカーバチャン強襲 !!（旧）
24011,1,100,150,200,300,0,2,1,9911,30,0,0,デッカーバチャン強襲 !!!（旧）
24012,1,100,150,200,300,0,2,1,9912,30,0,511,ウシわんこ強襲 !
24013,1,100,150,200,300,0,2,1,9913,30,0,2046,バレンタイン強襲 !
24014,1,100,150,200,300,0,2,1,9914,30,0,2046,イースター強襲 !
24015,1,100,150,200,300,0,2,1,9812,30,0,240,月イベント強襲・6月前半
24016,1,100,150,200,300,0,2,1,9813,30,0,384,月イベント強襲・6月後半
24017,1,100,150,200,300,0,2,1,9810,30,0,240,月イベント強襲・7月前半
24018,1,100,150,200,300,0,2,1,9811,30,0,384,月イベント強襲・7月後半
24019,1,100,150,200,300,0,2,1,9915,30,0,255,夏イベント・強襲ステージ
24020,1,100,150,200,300,0,2,1,9900,30,0,4080,ヒュージゴマ強襲 !（改修版）
24021,1,100,150,200,300,0,2,1,9809,30,0,240,月イベント強襲・8月前半
24022,1,100,150,200,300,0,2,1,9808,30,0,384,月イベント強襲・8月後半
25000,1,100,150,200,300,0,2,1,9000,0,0,64,アテイム古戦場
25001,1,100,150,200,300,0,2,1,9000,0,0,64,ビタミン渓谷
25002,1,100,150,200,300,0,2,1,9000,0,0,128,にゃんチケ★ハンター
25003,1,100,150,200,300,0,2,1,9000,0,0,64,精神と時間の小屋
25004,1,100,150,200,300,0,2,1,9000,0,0,128,精神と時間の洞窟
25005,1,100,150,200,300,0,2,1,9000,0,0,128,精神と時間の迷宮
25006,1,100,150,200,300,0,2,1,9000,0,0,128,ねこの目洞窟
25007,1,100,150,200,300,0,2,1,9000,0,0,128,ビタミン火山
25008,1,100,150,200,300,0,2,1,9000,0,0,128,にゃんチケ★ハンターG
25009,1,100,150,200,300,0,2,1,9000,0,0,128,紅き本能の起源
25010,1,100,150,200,300,0,2,1,9000,0,0,256,紅き本能の頂
25011,1,100,150,200,300,0,2,1,9000,0,0,256,紅き本能の秘境
25012,1,100,150,200,300,0,2,1,9000,0,0,128,浮ける本能の起源
25013,1,100,150,200,300,0,2,1,9000,0,0,256,浮ける本能の頂
25014,1,100,150,200,300,0,2,1,9000,0,0,256,浮ける本能の秘境
25015,1,100,150,200,300,0,2,1,9000,0,0,128,黒き本能の起源
25016,1,100,150,200,300,0,2,1,9000,0,0,256,黒き本能の頂
25017,1,100,150,200,300,0,2,1,9000,0,0,256,黒き本能の秘境
25018,1,100,150,200,300,0,2,1,9000,0,0,128,聖なる本能の起源
25019,1,100,150,200,300,0,2,1,9000,0,0,256,聖なる本能の頂
25020,1,100,150,200,300,0,2,1,9000,0,0,256,聖なる本能の秘境
25021,1,100,150,200,300,0,2,1,9000,0,0,128,蒼き本能の起源
25022,1,100,150,200,300,0,2,1,9000,0,0,256,蒼き本能の頂
25023,1,100,150,200,300,0,2,1,9000,0,0,256,蒼き本能の秘境
25024,1,100,150,200,300,0,2,1,9000,0,0,128,朽ちた本能の起源
25025,1,100,150,200,300,0,2,1,9000,0,0,256,朽ちた本能の頂
25026,1,100,150,200,300,0,2,1,9000,0,0,256,朽ちた本能の秘境
25027,1,100,150,200,300,0,2,1,9000,0,0,128,硬き本能の起源
25028,1,100,150,200,300,0,2,1,9000,0,0,256,硬き本能の頂
25029,1,100,150,200,300,0,2,1,9000,0,0,256,硬き本能の秘境
25030,1,100,150,200,300,0,2,1,9001,0,0,1,夏イベント・宝の地図１
25031,1,100,150,200,300,0,2,1,9001,0,0,1,夏イベント・宝の地図２
25032,1,100,150,200,300,0,2,1,9001,0,0,1,夏イベント・宝の地図３
25033,1,100,150,200,300,0,2,1,9000,0,0,16,属性能力強化の起源（赤い敵）
25034,1,100,150,200,300,0,2,1,9000,0,0,128,属性能力強化の頂（赤い敵）
25035,1,100,150,200,300,0,2,1,9000,0,0,256,属性能力強化の秘境（赤い敵）
25036,1,100,150,200,300,0,2,1,9000,0,0,16,属性能力強化の起源（浮いてる敵）
25037,1,100,150,200,300,0,2,1,9000,0,0,128,属性能力強化の頂（浮いてる敵）
25038,1,100,150,200,300,0,2,1,9000,0,0,256,属性能力強化の秘境（浮いてる敵）
25039,1,100,150,200,300,0,2,1,9000,0,0,16,属性能力強化の起源（黒い敵）
25040,1,100,150,200,300,0,2,1,9000,0,0,128,属性能力強化の起源（黒い敵）
25041,1,100,150,200,300,0,2,1,9000,0,0,256,属性能力強化の秘境（黒い敵）
25042,1,100,150,200,300,0,2,1,9000,0,0,16,属性能力強化の起源（天使）
25043,1,100,150,200,300,0,2,1,9000,0,0,128,属性能力強化の頂（天使）
25044,1,100,150,200,300,0,2,1,9000,0,0,256,属性能力強化の秘境（天使）
25045,1,100,150,200,300,0,2,1,9000,0,0,16,属性能力強化の起源（ゾンビ）
25046,1,100,150,200,300,0,2,1,9000,0,0,128,属性能力強化の頂（ゾンビ）
25047,1,100,150,200,300,0,2,1,9000,0,0,256,属性能力強化の秘境（ゾンビ）
25048,1,100,150,200,300,0,2,1,9000,0,0,16,属性能力強化の起源（エイリアン）
25049,1,100,150,200,300,0,2,1,9000,0,0,128,属性能力強化の頂（エイリアン）
25050,1,100,150,200,300,0,2,1,9000,0,0,256,属性能力強化の秘境（エイリアン）
27000,1,100,150,200,300,0,2,1,6307,30,0,2032,メシエ 強襲！
27001,1,100,150,200,300,0,2,1,7521,30,0,1023,U.F.O.軍団 強襲！
27002,1,100,150,200,300,0,2,1,7284,30,0,1022,悪魔軍 強襲 !
27003,1,100,150,200,300,0,2,1,7285,30,0,2032,天使軍 強襲 !
27004,1,100,150,200,300,0,2,1,6189,30,0,2032,メルク 強襲！
